country_code,year,population
GAB,1968,573611
GAB,1967,564436
GAB,1966,555748
GAB,1965,547535
GAB,1964,539830
GAB,1963,532592
GAB,1962,525754
GAB,1961,519329
GAB,1960,513340
GBR,2022,66971395
GBR,2021,67026292
GBR,2020,67081234
GBR,2019,66836327
GBR,2018,66460344
GBR,2017,66058859
GBR,2016,65611593
GBR,2015,65116219
GBR,2014,64602298
GBR,2013,64128273
GBR,2012,63700215
GBR,2011,63258810
GBR,2010,62766365
GBR,2009,62276270
GBR,2008,61806995
GBR,2007,61322463
GBR,2006,60846820
GBR,2005,60401206
GBR,2004,59987905
GBR,2003,59647577
GBR,2002,59370479
GBR,2001,59119673
GBR,2000,58892514
GBR,1999,58682466
GBR,1998,58487141
GBR,1997,58316954
GBR,1996,58166950
GBR,1995,58019030
GBR,1994,57865745
GBR,1993,57718614
GBR,1992,57580402
GBR,1991,57424897
GBR,1990,57247586
GBR,1989,57076711
GBR,1988,56928327
GBR,1987,56802050
GBR,1986,56681396
GBR,1985,56550268
GBR,1984,56422072
GBR,1983,56332848
GBR,1982,56313641
GBR,1981,56333829
GBR,1980,56314216
GBR,1979,56246951
GBR,1978,56196504
GBR,1977,56193492
GBR,1976,56211968
GBR,1975,56225800
GBR,1974,56229974
GBR,1973,56194527
GBR,1972,56086065
GBR,1971,55896223
GBR,1970,55663250
GBR,1969,55441750
GBR,1968,55211700
GBR,1967,54943600
GBR,1966,54648500
GBR,1965,54348050
GBR,1964,54000000
GBR,1963,53650000
GBR,1962,53250000
GBR,1961,52800000
GBR,1960,52400000
GEO,2022,3712502
GEO,2021,3708610
GEO,2020,3722716
GEO,2019,3720161
GEO,2018,3726549
GEO,2017,3728004
GEO,2016,3727505
GEO,2015,3725276
GEO,2014,3719414
GEO,2013,3717668
GEO,2012,3728874
GEO,2011,3756441
GEO,2010,3786695
GEO,2009,3814419
GEO,2008,3848449
GEO,2007,3860158
GEO,2006,3880347
GEO,2005,3902469
GEO,2004,3927340
GEO,2003,3951736
GEO,2002,3978515
GEO,2001,4014373
GEO,2000,4077131
GEO,1999,4157192
GEO,1998,4243607
GEO,1997,4349913
GEO,1996,4491699
GEO,1995,4657722
GEO,1994,4836076
GEO,1993,4911100
GEO,1992,4873500
GEO,1991,4835900
GEO,1990,4802000
GEO,1989,4803300
GEO,1988,4790700
GEO,1987,4743500
GEO,1986,4704500
GEO,1985,4662900
GEO,1984,4622200
GEO,1983,4582900
GEO,1982,4542800
GEO,1981,4504500
GEO,1980,4467700
GEO,1979,4430200
GEO,1978,4397700
GEO,1977,4372100
GEO,1976,4342400
GEO,1975,4311200
GEO,1974,4279500
GEO,1973,4242500
GEO,1972,4205300
GEO,1971,4163000
GEO,1970,4119900
GEO,1969,4080300
GEO,1968,4042300
GEO,1967,4005800
GEO,1966,3966700
GEO,1965,3921600
GEO,1964,3870300
GEO,1963,3816100
GEO,1962,3760300
GEO,1961,3703600
GEO,1960,3645600
GHA,2022,33475870
GHA,2021,32833031
GHA,2020,32180401
GHA,2019,31522290
GHA,2018,30870641
GHA,2017,30222262
GHA,2016,29554303
GHA,2015,28870939
GHA,2014,28196358
GHA,2013,27525597
GHA,2012,26858762
GHA,2011,26205941
GHA,2010,25574719
GHA,2009,24950762
GHA,2008,24326087
GHA,2007,23708320
GHA,2006,23098586
GHA,2005,22496951
GHA,2004,21906444
GHA,2003,21329514
GHA,2002,20758326
GHA,2001,20195577
GHA,2000,19665502
GHA,1999,19176791
GHA,1998,18714708
GHA,1997,18268040
GHA,1996,17844010
GHA,1995,17438874
GHA,1994,17040854
GHA,1993,16643633
GHA,1992,16241548
GHA,1991,15843471
GHA,1990,15446982
GHA,1989,15052447
GHA,1988,14671677
GHA,1987,14310790
GHA,1986,13971682
GHA,1985,13651443
GHA,1984,13342487
GHA,1983,12984131
GHA,1982,12584976
GHA,1981,12212960
GHA,1980,11865246
GHA,1979,11515675
GHA,1978,11163230
GHA,1977,10825496
GHA,1976,10509006
GHA,1975,10209848
GHA,1974,9918979
GHA,1973,9637197
GHA,1972,9365952
GHA,1971,9108878
GHA,1970,8861895
GHA,1969,8629855
GHA,1968,8418152
GHA,1967,8216086
GHA,1966,8019658
GHA,1965,7827726
GHA,1964,7640196
GHA,1963,7458243
GHA,1962,7281192
GHA,1961,7109029
GHA,1960,6911510
GIB,2022,32649
GIB,2021,32669
GIB,2020,32709
GIB,2019,32685
GIB,2018,32648
GIB,2017,32602
GIB,2016,32565
GIB,2015,32520
GIB,2014,32452
GIB,2013,32411
GIB,2012,32160
GIB,2011,31701
GIB,2010,31262
GIB,2009,30819
GIB,2008,30398
GIB,2007,29996
GIB,2006,29587
GIB,2005,29155
GIB,2004,28716
GIB,2003,28301
GIB,2002,27892
GIB,2001,27721
GIB,2000,27741
GIB,1999,27695
GIB,1998,27636
GIB,1997,27564
GIB,1996,27491
GIB,1995,27412
GIB,1994,27282
GIB,1993,27118
GIB,1992,26945
GIB,1991,26988
GIB,1990,27317
GIB,1989,27688
GIB,1988,28000
GIB,1987,28272
GIB,1986,28506
GIB,1985,28674
GIB,1984,28788
GIB,1983,28855
GIB,1982,28863
GIB,1981,28819
GIB,1980,28734
GIB,1979,28618
GIB,1978,28485
GIB,1977,28337
GIB,1976,28162
GIB,1975,27973
GIB,1974,27779
GIB,1973,27558
GIB,1972,27323
GIB,1971,27069
GIB,1970,26685
GIB,1969,26162
GIB,1968,25610
GIB,1967,25047
GIB,1966,24477
GIB,1965,23910
GIB,1964,23347
GIB,1963,22796
GIB,1962,22249
GIB,1961,21907
GIB,1960,21822
GIN,2022,13859341
GIN,2021,13531906
GIN,2020,13205153
GIN,2019,12877539
GIN,2018,12554864
GIN,2017,12240789
GIN,2016,11930985
GIN,2015,11625998
GIN,2014,11333365
GIN,2013,11055430
GIN,2012,10788692
GIN,2011,10527712
GIN,2010,10270728
GIN,2009,10021323
GIN,2008,9779785
GIN,2007,9547082
GIN,2006,9330625
GIN,2005,9140114
GIN,2004,8961039
GIN,2003,8772254
GIN,2002,8577790
GIN,2001,8445717
GIN,2000,8336967
GIN,1999,8174897
GIN,1998,7992545
GIN,1997,7842806
GIN,1996,7683115
GIN,1995,7468347
GIN,1994,7262112
GIN,1993,7046097
GIN,1992,6832195
GIN,1991,6615734
GIN,1990,6354145
GIN,1989,6136166
GIN,1988,5977175
GIN,1987,5820774
GIN,1986,5671380
GIN,1985,5531661
GIN,1984,5402084
GIN,1983,5282274
GIN,1982,5170731
GIN,1981,5067427
GIN,1980,4972609
GIN,1979,4885199
GIN,1978,4804926
GIN,1977,4730375
GIN,1976,4658743
GIN,1975,4588006
GIN,1974,4517073
GIN,1973,4445207
GIN,1972,4372212
GIN,1971,4298087
GIN,1970,4222374
GIN,1969,4145194
GIN,1968,4067333
GIN,1967,3990760
GIN,1966,3916780
GIN,1965,3845074
GIN,1964,3775510
GIN,1963,3707945
GIN,1962,3642324
GIN,1961,3578631
GIN,1960,3516814
GMB,2022,2705992
GMB,2021,2639916
GMB,2020,2573995
GMB,2019,2508883
GMB,2018,2444916
GMB,2017,2381182
GMB,2016,2317206
GMB,2015,2253133
GMB,2014,2189019
GMB,2013,2124869
GMB,2012,2061014
GMB,2011,1998212
GMB,2010,1937275
GMB,2009,1878119
GMB,2008,1820542
GMB,2007,1764883
GMB,2006,1711294
GMB,2005,1660368
GMB,2004,1612225
GMB,2003,1566257
GMB,2002,1522223
GMB,2001,1479449
GMB,2000,1437539
GMB,1999,1396499
GMB,1998,1356189
GMB,1997,1317002
GMB,1996,1279070
GMB,1995,1242155
GMB,1994,1205882
GMB,1993,1168309
GMB,1992,1127152
GMB,1991,1083536
GMB,1990,1040616
GMB,1989,999732
GMB,1988,960837
GMB,1987,923914
GMB,1986,888980
GMB,1985,855958
GMB,1984,824798
GMB,1983,795563
GMB,1982,768272
GMB,1981,742846
GMB,1980,718586
GMB,1979,695155
GMB,1978,672974
GMB,1977,651934
GMB,1976,631894
GMB,1975,612909
GMB,1974,594904
GMB,1973,577488
GMB,1972,560553
GMB,1971,544317
GMB,1970,528731
GMB,1969,513686
GMB,1968,499151
GMB,1967,485132
GMB,1966,471753
GMB,1965,458908
GMB,1964,446375
GMB,1963,434173
GMB,1962,422310
GMB,1961,410801
GMB,1960,399649
GNB,2022,2105566
GNB,2021,2060721
GNB,2020,2015828
GNB,2019,1970457
GNB,2018,1924955
GNB,2017,1879826
GNB,2016,1834552
GNB,2015,1788919
GNB,2014,1743309
GNB,2013,1697753
GNB,2012,1652717
GNB,2011,1609017
GNB,2010,1567220
GNB,2009,1527196
GNB,2008,1488431
GNB,2007,1450572
GNB,2006,1414091
GNB,2005,1379713
GNB,2004,1347009
GNB,2003,1315653
GNB,2002,1285678
GNB,2001,1257380
GNB,2000,1230849
GNB,1999,1206474
GNB,1998,1184071
GNB,1997,1162443
GNB,1996,1140604
GNB,1995,1117222
GNB,1994,1089617
GNB,1993,1056761
GNB,1992,1022904
GNB,1991,993856
GNB,1990,973551
GNB,1989,958239
GNB,1988,943080
GNB,1987,928408
GNB,1986,914122
GNB,1985,900088
GNB,1984,886210
GNB,1983,872394
GNB,1982,858630
GNB,1981,844957
GNB,1980,831462
GNB,1979,821598
GNB,1978,794328
GNB,1977,746588
GNB,1976,701016
GNB,1975,659635
GNB,1974,623576
GNB,1973,603203
GNB,1972,595950
GNB,1971,594501
GNB,1970,591663
GNB,1969,587880
GNB,1968,583475
GNB,1967,573380
GNB,1966,570375
GNB,1965,577638
GNB,1964,590481
GNB,1963,595802
GNB,1962,590399
GNB,1961,583107
GNB,1960,577933
GNQ,2022,1674908
GNQ,2021,1634466
GNQ,2020,1596049
GNQ,2019,1553031
GNQ,2018,1502091
GNQ,2017,1450694
GNQ,2016,1398927
GNQ,2015,1346973
GNQ,2014,1295183
GNQ,2013,1243941
GNQ,2012,1193636
GNQ,2011,1144588
GNQ,2010,1094524
GNQ,2009,1043686
GNQ,2008,994971
GNQ,2007,948814
GNQ,2006,905418
GNQ,2005,864726
GNQ,2004,826355
GNQ,2003,789681
GNQ,2002,754115
GNQ,2001,719270
GNQ,2000,684977
GNQ,1999,655029
GNQ,1998,629734
GNQ,1997,605570
GNQ,1996,582573
GNQ,1995,560740
GNQ,1994,539992
GNQ,1993,520236
GNQ,1992,501334
GNQ,1991,483142
GNQ,1990,465549
GNQ,1989,448420
GNQ,1988,431587
GNQ,1987,414769
GNQ,1986,397276
GNQ,1985,378379
GNQ,1984,357995
GNQ,1983,336744
GNQ,1982,315741
GNQ,1981,296950
GNQ,1980,282509
GNQ,1979,273925
GNQ,1978,270866
GNQ,1977,271377
GNQ,1976,276000
GNQ,1975,283262
GNQ,1974,290558
GNQ,1973,298050
GNQ,1972,305362
GNQ,1971,311952
GNQ,1970,316955
GNQ,1969,318846
GNQ,1968,315325
GNQ,1967,308374
GNQ,1966,301517
GNQ,1965,295010
GNQ,1964,288852
GNQ,1963,283018
GNQ,1962,277490
GNQ,1961,272264
GNQ,1960,267351
GRC,2022,10426919
GRC,2021,10569207
GRC,2020,10698599
GRC,2019,10721582
GRC,2018,10732882
GRC,2017,10754679
GRC,2016,10775971
GRC,2015,10820883
GRC,2014,10892413
GRC,2013,10965211
GRC,2012,11045011
GRC,2011,11104899
GRC,2010,11121341
GRC,2009,11107017
GRC,2008,11077841
GRC,2007,11048473
GRC,2006,11020362
GRC,2005,10987314
GRC,2004,10955141
GRC,2003,10928070
GRC,2002,10902022
GRC,2001,10862132
GRC,2000,10805808
GRC,1999,10761698
GRC,1998,10720509
GRC,1997,10661259
GRC,1996,10608800
GRC,1995,10562153
GRC,1994,10512922
GRC,1993,10460415
GRC,1992,10399061
GRC,1991,10319927
GRC,1990,10196792
GRC,1989,10089498
GRC,1988,10036983
GRC,1987,10000595
GRC,1986,9967213
GRC,1985,9934300
GRC,1984,9895801
GRC,1983,9846627
GRC,1982,9789513
GRC,1981,9729350
GRC,1980,9642505
GRC,1979,9548258
GRC,1978,9429959
GRC,1977,9308479
GRC,1976,9188150
GRC,1975,9046541
GRC,1974,8962022
GRC,1973,8929086
GRC,1972,8888628
GRC,1971,8831036
GRC,1970,8792806
GRC,1969,8772764
GRC,1968,8740765
GRC,1967,8684088
GRC,1966,8613651
GRC,1965,8550333
GRC,1964,8510429
GRC,1963,8479625
GRC,1962,8448233
GRC,1961,8398050
GRC,1960,8331725
GRD,2022,125438
GRD,2021,124610
GRD,2020,123663
GRD,2019,122724
GRD,2018,121838
GRD,2017,120921
GRD,2016,119966
GRD,2015,118980
GRD,2014,117972
GRD,2013,116945
GRD,2012,115912
GRD,2011,114918
GRD,2010,114039
GRD,2009,113249
GRD,2008,112478
GRD,2007,111725
GRD,2006,110988
GRD,2005,110254
GRD,2004,109516
GRD,2003,108740
GRD,2002,108231
GRD,2001,107936
GRD,2000,107432
GRD,1999,106823
GRD,1998,106200
GRD,1997,105549
GRD,1996,104846
GRD,1995,104060
GRD,1994,103174
GRD,1993,102173
GRD,1992,101040
GRD,1991,99758
GRD,1990,99047
GRD,1989,99224
GRD,1988,99877
GRD,1987,100599
GRD,1986,100893
GRD,1985,100576
GRD,1984,99618
GRD,1983,98177
GRD,1982,96534
GRD,1981,95222
GRD,1980,94838
GRD,1979,95242
GRD,1978,95811
GRD,1977,96329
GRD,1976,96781
GRD,1975,97165
GRD,1974,97528
GRD,1973,97886
GRD,1972,98225
GRD,1971,98535
GRD,1970,98794
GRD,1969,98975
GRD,1968,99056
GRD,1967,98977
GRD,1966,98692
GRD,1965,98226
GRD,1964,97613
GRD,1963,96882
GRD,1962,96052
GRD,1961,95096
GRD,1960,93772
GRL,2022,56661
GRL,2021,56653
GRL,2020,56367
GRL,2019,56225
GRL,2018,56023
GRL,2017,56172
GRL,2016,56186
GRL,2015,56114
GRL,2014,56295
GRL,2013,56483
GRL,2012,56810
GRL,2011,56890
GRL,2010,56905
GRL,2009,56323
GRL,2008,56328
GRL,2007,56555
GRL,2006,56774
GRL,2005,56935
GRL,2004,56911
GRL,2003,56765
GRL,2002,56609
GRL,2001,56350
GRL,2000,56200
GRL,1999,56100
GRL,1998,56100
GRL,1997,56000
GRL,1996,55900
GRL,1995,55800
GRL,1994,55500
GRL,1993,55200
GRL,1992,55300
GRL,1991,55500
GRL,1990,55600
GRL,1989,55300
GRL,1988,54800
GRL,1987,54100
GRL,1986,53500
GRL,1985,53200
GRL,1984,52700
GRL,1983,52100
GRL,1982,51500
GRL,1981,51000
GRL,1980,50200
GRL,1979,49600
GRL,1978,49200
GRL,1977,49400
GRL,1976,49700
GRL,1975,49600
GRL,1974,49500
GRL,1973,49000
GRL,1972,48300
GRL,1971,47200
GRL,1970,46400
GRL,1969,44900
GRL,1968,43400
GRL,1967,41900
GRL,1966,40500
GRL,1965,39200
GRL,1964,37600
GRL,1963,36400
GRL,1962,35000
GRL,1961,33700
GRL,1960,32500
GTM,2022,17357886
GTM,2021,17109746
GTM,2020,16858333
GTM,2019,16604026
GTM,2018,16346950
GTM,2017,16087418
GTM,2016,15827690
GTM,2015,15567419
GTM,2014,15306316
GTM,2013,15043981
GTM,2012,14781942
GTM,2011,14521515
GTM,2010,14259687
GTM,2009,14000190
GTM,2008,13739299
GTM,2007,13477017
GTM,2006,13213330
GTM,2005,12948292
GTM,2004,12682108
GTM,2003,12415334
GTM,2002,12147518
GTM,2001,11871565
GTM,2000,11589761
GTM,1999,11311078
GTM,1998,11046215
GTM,1997,10788362
GTM,1996,10536942
GTM,1995,10286786
GTM,1994,10037522
GTM,1993,9790619
GTM,1992,9544055
GTM,1991,9296814
GTM,1990,9050115
GTM,1989,8805995
GTM,1988,8566331
GTM,1987,8332446
GTM,1986,8104921
GTM,1985,7884034
GTM,1984,7669863
GTM,1983,7462585
GTM,1982,7262658
GTM,1981,7071186
GTM,1980,6890346
GTM,1979,6720582
GTM,1978,6561919
GTM,1977,6412667
GTM,1976,6269983
GTM,1975,6131151
GTM,1974,5994300
GTM,1973,5858466
GTM,1972,5723759
GTM,1971,5589563
GTM,1970,5455197
GTM,1969,5320100
GTM,1968,5184095
GTM,1967,5047435
GTM,1966,4910790
GTM,1965,4774984
GTM,1964,4640795
GTM,1963,4508444
GTM,1962,4378604
GTM,1961,4251911
GTM,1960,4128880
GUM,2022,171774
GUM,2021,170534
GUM,2020,169231
GUM,2019,168624
GUM,2018,168678
GUM,2017,168606
GUM,2016,168346
GUM,2015,167978
GUM,2014,167543
GUM,2013,167054
GUM,2012,166392
GUM,2011,165649
GUM,2010,164905
GUM,2009,164580
GUM,2008,164725
GUM,2007,164763
GUM,2006,164675
GUM,2005,164430
GUM,2004,164004
GUM,2003,163385
GUM,2002,162563
GUM,2001,161524
GUM,2000,160188
GUM,1999,158395
GUM,1998,156357
GUM,1997,154330
GUM,1996,152261
GUM,1995,150094
GUM,1994,147843
GUM,1993,145541
GUM,1992,143173
GUM,1991,140739
GUM,1990,138263
GUM,1989,135759
GUM,1988,133079
GUM,1987,130259
GUM,1986,127462
GUM,1985,124675
GUM,1984,121885
GUM,1983,119067
GUM,1982,116189
GUM,1981,113221
GUM,1980,110286
GUM,1979,107790
GUM,1978,105710
GUM,1977,103676
GUM,1976,101590
GUM,1975,99478
GUM,1974,97329
GUM,1973,95100
GUM,1972,92815
GUM,1971,90505
GUM,1970,88300
GUM,1969,86534
GUM,1968,85046
GUM,1967,83480
GUM,1966,81879
GUM,1965,80255
GUM,1964,78621
GUM,1963,76996
GUM,1962,75412
GUM,1961,73873
GUM,1960,72374
GUY,2022,808726
GUY,2021,804567
GUY,2020,797202
GUY,2019,798753
GUY,2018,785514
GUY,2017,763252
GUY,2016,759087
GUY,2015,755031
GUY,2014,751115
GUY,2013,747420
GUY,2012,743966
GUY,2011,744230
GUY,2010,747932
GUY,2009,751258
GUY,2008,754150
GUY,2007,756521
GUY,2006,758367
GUY,2005,759709
GUY,2004,760424
GUY,2003,760562
GUY,2002,760323
GUY,2001,759809
GUY,2000,759051
GUY,1999,758014
GUY,1998,756697
GUY,1997,755211
GUY,1996,753571
GUY,1995,751689
GUY,1994,749546
GUY,1993,747189
GUY,1992,744998
GUY,1991,744096
GUY,1990,747116
GUY,1989,752897
GUY,1988,758450
GUY,1987,763706
GUY,1986,768508
GUY,1985,772671
GUY,1984,776007
GUY,1983,778372
GUY,1982,779639
GUY,1981,779686
GUY,1980,778176
GUY,1979,774482
GUY,1978,768609
GUY,1977,761378
GUY,1976,753553
GUY,1975,745590
GUY,1974,737701
GUY,1973,729865
GUY,1972,721994
GUY,1971,713904
GUY,1970,705261
GUY,1969,695919
GUY,1968,685887
GUY,1967,675064
GUY,1966,663241
GUY,1965,650207
GUY,1964,635957
GUY,1963,620703
GUY,1962,604833
GUY,1961,588597
GUY,1960,571990
HKG,2022,7346100
HKG,2021,7413100
HKG,2020,7481000
HKG,2019,7507900
HKG,2018,7452600
HKG,2017,7393200
HKG,2016,7336600
HKG,2015,7291300
HKG,2014,7229500
HKG,2013,7178900
HKG,2012,7150100
HKG,2011,7071600
HKG,2010,7024200
HKG,2009,6972800
HKG,2008,6957800
HKG,2007,6916300
HKG,2006,6857100
HKG,2005,6813200
HKG,2004,6783500
HKG,2003,6730800
HKG,2002,6744100
HKG,2001,6714300
HKG,2000,6665000
HKG,1999,6606500
HKG,1998,6543700
HKG,1997,6489300
HKG,1996,6435500
HKG,1995,6156100
HKG,1994,6035400
HKG,1993,5901000
HKG,1992,5800500
HKG,1991,5752000
HKG,1990,5704500
HKG,1989,5686200
HKG,1988,5627600
HKG,1987,5580500
HKG,1986,5524600
HKG,1985,5456200
HKG,1984,5397900
HKG,1983,5345100
HKG,1982,5264500
HKG,1981,5183400
HKG,1980,5063100
HKG,1979,4929700
HKG,1978,4667500
HKG,1977,4583700
HKG,1976,4518000
HKG,1975,4461600
HKG,1974,4377800
HKG,1973,4241600
HKG,1972,4123600
HKG,1971,4045300
HKG,1970,3959000
HKG,1969,3863900
HKG,1968,3802700
HKG,1967,3722800
HKG,1966,3629900
HKG,1965,3597900
HKG,1964,3504600
HKG,1963,3420900
HKG,1962,3305200
HKG,1961,3168100
HKG,1960,3114671
HND,2022,10432860
HND,2021,10278345
HND,2020,10121763
HND,2019,9958829
HND,2018,9792850
HND,2017,9626842
HND,2016,9460798
HND,2015,9294505
HND,2014,9127846
HND,2013,8960657
HND,2012,8792367
HND,2011,8622504
HND,2010,8450933
HND,2009,8277302
HND,2008,8101777
HND,2007,7924462
HND,2006,7745200
HND,2005,7564613
HND,2004,7383407
HND,2003,7201881
HND,2002,7019908
HND,2001,6837861
HND,2000,6656725
HND,1999,6477365
HND,1998,6308537
HND,1997,6144112
HND,1996,5976550
HND,1995,5812832
HND,1994,5652934
HND,1993,5496841
HND,1992,5344774
HND,1991,5196887
HND,1990,5053234
HND,1989,4913676
HND,1988,4778114
HND,1987,4645733
HND,1986,4515568
HND,1985,4387693
HND,1984,4261919
HND,1983,4137784
HND,1982,4015647
HND,1981,3895736
HND,1980,3777990
HND,1979,3662736
HND,1978,3550368
HND,1977,3441122
HND,1976,3334814
HND,1975,3231631
HND,1974,3136539
HND,1973,3046715
HND,1972,2956021
HND,1971,2867501
HND,1970,2782753
HND,1969,2701381
HND,1968,2622982
HND,1967,2547497
HND,1966,2474523
HND,1965,2403465
HND,1964,2334492
HND,1963,2267708
HND,1962,2202854
HND,1961,2139928
HND,1960,2078617
HRV,2022,3855600
HRV,2021,3879000
HRV,2020,4047680
HRV,2019,4065253
HRV,2018,4087843
HRV,2017,4124531
HRV,2016,4174349
HRV,2015,4203604
HRV,2014,4238389
HRV,2013,4255689
HRV,2012,4267558
HRV,2011,4280622
HRV,2010,4295427
HRV,2009,4305181
HRV,2008,4309705
HRV,2007,4310217
HRV,2006,4311159
HRV,2005,4310145
HRV,2004,4304600
HRV,2003,4303399
HRV,2002,4302174
HRV,2001,4299642
HRV,2000,4468302
HRV,1999,4512597
HRV,1998,4532135
HRV,1997,4534920
HRV,1996,4557097
HRV,1995,4620030
HRV,1994,4652024
HRV,1993,4600463
HRV,1992,4575818
HRV,1991,4689022
HRV,1990,4777368
HRV,1989,4767260
HRV,1988,4755207
HRV,1987,4739745
HRV,1986,4721446
HRV,1985,4701417
HRV,1984,4680285
HRV,1983,4658254
HRV,1982,4634234
HRV,1981,4611509
HRV,1980,4599782
HRV,1979,4594778
HRV,1978,4581085
HRV,1977,4559571
HRV,1976,4535934
HRV,1975,4512082
HRV,1974,4490660
HRV,1973,4470161
HRV,1972,4450564
HRV,1971,4431275
HRV,1970,4412252
HRV,1969,4391490
HRV,1968,4365628
HRV,1967,4338683
HRV,1966,4310701
HRV,1965,4280923
HRV,1964,4252876
HRV,1963,4225675
HRV,1962,4196712
HRV,1961,4167292
HRV,1960,4140181
HTI,2022,11584996
HTI,2021,11447569
HTI,2020,11306801
HTI,2019,11160438
HTI,2018,11012421
HTI,2017,10863543
HTI,2016,10713849
HTI,2015,10563757
HTI,2014,10412740
HTI,2013,10261206
HTI,2012,10108539
HTI,2011,9954312
HTI,2010,9842880
HTI,2009,9730638
HTI,2008,9575247
HTI,2007,9420826
HTI,2006,9266288
HTI,2005,9111900
HTI,2004,8961489
HTI,2003,8812245
HTI,2002,8661546
HTI,2001,8511728
HTI,2000,8360225
HTI,1999,8208941
HTI,1998,8060896
HTI,1997,7915172
HTI,1996,7770593
HTI,1995,7627316
HTI,1994,7486091
HTI,1993,7345940
HTI,1992,7205780
HTI,1991,7066055
HTI,1990,6925331
HTI,1989,6784161
HTI,1988,6644959
HTI,1987,6508349
HTI,1986,6375097
HTI,1985,6245539
HTI,1984,6119932
HTI,1983,5997739
HTI,1982,5877684
HTI,1981,5760197
HTI,1980,5646676
HTI,1979,5536423
HTI,1978,5428667
HTI,1977,5323827
HTI,1976,5222342
HTI,1975,5124560
HTI,1974,5030652
HTI,1973,4940710
HTI,1972,4853117
HTI,1971,4766423
HTI,1970,4680812
HTI,1969,4596642
HTI,1968,4514006
HTI,1967,4432716
HTI,1966,4352949
HTI,1965,4274348
HTI,1964,4196349
HTI,1963,4122260
HTI,1962,4049504
HTI,1961,3974934
HTI,1960,3901139
HUN,2022,9643048
HUN,2021,9709891
HUN,2020,9750149
HUN,2019,9771141
HUN,2018,9775564
HUN,2017,9787966
HUN,2016,9814023
HUN,2015,9843028
HUN,2014,9866468
HUN,2013,9893082
HUN,2012,9920362
HUN,2011,9971727
HUN,2010,10000023
HUN,2009,10022650
HUN,2008,10038188
HUN,2007,10055780
HUN,2006,10071370
HUN,2005,10087065
HUN,2004,10107146
HUN,2003,10129552
HUN,2002,10158608
HUN,2001,10187576
HUN,2000,10210971
HUN,1999,10237530
HUN,1998,10266570
HUN,1997,10290486
HUN,1996,10311238
HUN,1995,10328965
HUN,1994,10343355
HUN,1993,10357523
HUN,1992,10369341
HUN,1991,10373400
HUN,1990,10373988
HUN,1989,10481719
HUN,1988,10596487
HUN,1987,10612741
HUN,1986,10630564
HUN,1985,10648713
HUN,1984,10668095
HUN,1983,10689463
HUN,1982,10705535
HUN,1981,10711848
HUN,1980,10711122
HUN,1979,10704152
HUN,1978,10684822
HUN,1977,10648031
HUN,1976,10598677
HUN,1975,10540525
HUN,1974,10478720
HUN,1973,10432055
HUN,1972,10398489
HUN,1971,10367537
HUN,1970,10337910
HUN,1969,10298723
HUN,1968,10255815
HUN,1967,10216604
HUN,1966,10178653
HUN,1965,10147935
HUN,1964,10119835
HUN,1963,10087947
HUN,1962,10061734
HUN,1961,10029321
HUN,1960,9983967
IDN,2022,275501339
IDN,2021,273753191
IDN,2020,271857970
IDN,2019,269582878
IDN,2018,267066843
IDN,2017,264498852
IDN,2016,261850182
IDN,2015,259091970
IDN,2014,256229761
IDN,2013,253275918
IDN,2012,250222695
IDN,2011,247099697
IDN,2010,244016173
IDN,2009,240981299
IDN,2008,237936543
IDN,2007,234858289
IDN,2006,231797427
IDN,2005,228805144
IDN,2004,225938595
IDN,2003,223080121
IDN,2002,220115092
IDN,2001,217112437
IDN,2000,214072421
IDN,1999,210996910
IDN,1998,207855486
IDN,1997,204628007
IDN,1996,201373791
IDN,1995,198140162
IDN,1994,194928533
IDN,1993,191737287
IDN,1992,188558416
IDN,1991,185361228
IDN,1990,182159874
IDN,1989,178949174
IDN,1988,175694647
IDN,1987,172421390
IDN,1986,169135273
IDN,1985,165791694
IDN,1984,162331962
IDN,1983,158790611
IDN,1982,155228658
IDN,1981,151686337
IDN,1980,148177096
IDN,1979,144693087
IDN,1978,141250964
IDN,1977,137861540
IDN,1976,134521025
IDN,1975,131213215
IDN,1974,127945196
IDN,1973,124709058
IDN,1972,121504145
IDN,1971,118347135
IDN,1970,115228394
IDN,1969,112149246
IDN,1968,109138723
IDN,1967,106260749
IDN,1966,103561105
IDN,1965,101157868
IDN,1964,98675061
IDN,1963,95962527
IDN,1962,93345489
IDN,1961,90816938
IDN,1960,88382881
IMN,2022,84519
IMN,2021,84263
IMN,2020,84046
IMN,2019,83933
IMN,2018,83775
IMN,2017,83580
IMN,2016,83450
IMN,2015,83593
IMN,2014,83896
IMN,2013,84144
IMN,2012,84338
IMN,2011,84350
IMN,2010,83828
IMN,2009,82915
IMN,2008,81997
IMN,2007,81100
IMN,2006,80228
IMN,2005,79415
IMN,2004,78677
IMN,2003,77939
IMN,2002,77183
IMN,2001,76398
IMN,2000,75562
IMN,1999,74668
IMN,1998,73727
IMN,1997,72793
IMN,1996,71981
IMN,1995,71454
IMN,1994,71094
IMN,1993,70710
IMN,1992,70307
IMN,1991,69770
IMN,1990,68865
IMN,1989,67740
IMN,1988,66636
IMN,1987,65554
IMN,1986,64663
IMN,1985,64376
IMN,1984,64500
IMN,1983,64598
IMN,1982,64654
IMN,1981,64558
IMN,1980,64022
IMN,1979,63172
IMN,1978,62333
IMN,1977,61506
